chapter-counter,verse-counter,arabic-verse-weight
11,54,4610
11,55,2636
11,56,5336
11,57,9457
11,58,5222
11,59,2798
11,60,3664
11,61,9225
11,62,4405
11,63,8045
11,64,7744
11,65,6236
11,66,4477
11,67,4756
11,68,3180
11,69,3804
11,70,4520
11,71,3985
11,72,4096
11,73,3243
11,74,2883
11,75,543
11,76,5589
11,77,3983
11,78,6468
11,79,2647
11,80,1478
11,81,4898
11,82,3024
11,83,2194
11,84,7002
11,85,4722
11,86,3498
11,87,4752
11,88,7918
11,89,3132
11,90,3558
11,91,5022
11,92,5428
11,93,5946
11,94,7777
11,95,2634
11,96,1320
11,97,2955
11,98,2167
11,99,3228
11,100,1976
11,101,8520
11,102,7791
11,103,6445
11,104,1122
11,105,2743
11,106,2661
11,107,4200
11,108,7825
11,109,4065
11,110,5830
11,111,1936
11,112,4462
11,113,5304
11,114,6201
11,115,1870
11,116,7152
11,117,2020
11,118,3052
11,119,4857
11,120,5576
11,121,2221
11,122,3262
11,123,6150
12,0,786
12,1,1679
12,2,1676
12,3,4251
12,4,4392
12,5,3355
12,6,6011
12,7,2101
12,8,3715
12,9,3745
12,10,6148
12,11,1412
12,12,3428
12,13,4866
12,14,3404
12,15,5140
12,16,527
12,17,5103
12,18,4339
12,19,6339
12,20,2922
12,21,12145
12,22,3196
12,23,7703
12,24,4440
12,25,4018
12,26,4182
12,27,2368
12,28,2563
12,29,5954
12,30,6351
12,31,10288
12,32,7079
12,33,2369
12,34,1912
12,35,2173
12,36,7617
12,37,8114
12,38,7105
12,39,2653
12,40,5712
12,41,7337
12,42,7043
12,43,8028
12,44,3438
12,45,2872
12,46,6958
12,47,3856
12,48,4027
12,49,4263
12,50,3981
12,51,6909
12,52,3731
12,53,3844
12,54,3009
12,55,3314
12,56,6255
12,57,3848
12,58,2937
12,59,3687
12,60,2265
12,61,918
12,62,4641
12,63,3929
12,64,4575
12,65,10787
12,66,5728
12,67,7709
12,68,7800
12,69,3834
12,70,5290
12,71,1821
12,72,1350
12,73,3308
12,74,1619
12,75,2599
12,76,10560
12,77,5038
12,78,3747
